timestamp,3_Pressure
2025-06-13 01:27:55,0.17
2025-06-13 01:28:55,0.17
2025-06-13 01:29:55,0.17
2025-06-13 01:30:55,0.17
2025-06-13 01:31:55,0.17
2025-06-13 01:32:55,0.17
2025-06-13 01:33:55,0.17
2025-06-13 01:34:55,0.17
2025-06-13 01:35:55,0.18
2025-06-13 01:36:55,0.18
2025-06-13 01:37:55,0.18
2025-06-13 01:38:55,0.17
2025-06-13 01:39:55,0.18
2025-06-13 01:40:55,0.18
2025-06-13 01:41:55,0.17
2025-06-13 01:42:55,0.18
2025-06-13 01:43:55,0.18
2025-06-13 01:44:55,0.17
2025-06-13 01:45:55,0.17
2025-06-13 01:46:55,0.18
2025-06-13 01:47:55,0.18
2025-06-13 01:48:55,0.18
2025-06-13 01:49:55,0.18
2025-06-13 01:50:55,0.18
2025-06-13 01:51:55,0.17
2025-06-13 01:52:55,0.18
2025-06-13 01:53:55,0.17
2025-06-13 01:54:55,0.17
2025-06-13 01:55:55,0.18
2025-06-13 01:56:55,0.18
2025-06-13 01:57:55,0.18
2025-06-13 01:58:55,0.17
2025-06-13 01:59:55,0.18
2025-06-13 02:00:55,0.18
2025-06-13 02:01:55,0.17
2025-06-13 02:02:55,0.17
2025-06-13 02:03:55,0.17
2025-06-13 02:04:55,0.18
2025-06-13 02:05:55,0.17
2025-06-13 02:06:55,0.17
2025-06-13 02:07:55,0.17
2025-06-13 02:08:55,0.17
2025-06-13 02:09:55,0.18
2025-06-13 02:10:55,0.17
2025-06-13 02:11:55,0.17
2025-06-13 02:12:55,0.17
2025-06-13 02:13:55,0.17
2025-06-13 02:14:55,0.17
2025-06-13 02:15:55,0.17
2025-06-13 02:16:55,0.18
2025-06-13 02:17:55,0.18
2025-06-13 02:18:55,0.17
2025-06-13 02:19:55,0.17
2025-06-13 02:20:55,0.17
2025-06-13 02:21:55,0.17
2025-06-13 02:22:55,0.17
2025-06-13 02:23:55,0.17
2025-06-13 02:24:55,0.17
2025-06-13 02:25:55,0.17
2025-06-13 02:26:55,0.17
2025-06-13 02:27:55,0.17
2025-06-13 02:28:55,0.17
2025-06-13 02:29:55,0.17
2025-06-13 02:30:55,0.17
2025-06-13 02:31:55,0.17
2025-06-13 02:32:55,0.17
2025-06-13 02:33:55,0.17
2025-06-13 02:34:55,0.17
2025-06-13 02:35:55,0.18
2025-06-13 02:36:55,0.18
2025-06-13 02:37:55,0.17
2025-06-13 02:38:55,0.17
2025-06-13 02:39:55,0.17
2025-06-13 02:40:55,0.17
2025-06-13 02:41:55,0.17
2025-06-13 02:42:55,0.17
2025-06-13 02:43:55,0.17
2025-06-13 02:44:55,0.17
2025-06-13 02:45:55,0.17
2025-06-13 02:46:55,0.17
2025-06-13 02:47:55,0.17
2025-06-13 02:48:55,0.17
2025-06-13 02:49:55,0.17
2025-06-13 02:50:55,0.17
2025-06-13 02:51:55,0.17
2025-06-13 02:52:55,0.17
2025-06-13 02:53:55,0.17
2025-06-13 02:54:55,0.17
2025-06-13 02:55:55,0.17
2025-06-13 02:56:55,0.17
2025-06-13 02:57:55,0.17
2025-06-13 02:58:55,0.17
2025-06-13 02:59:55,0.17
2025-06-13 03:00:55,0.17
2025-06-13 03:01:55,0.17
2025-06-13 03:02:55,0.17
2025-06-13 03:03:55,0.17
2025-06-13 03:04:55,0.18
2025-06-13 03:05:55,0.17
2025-06-13 03:06:55,0.17
2025-06-13 03:07:55,0.17
2025-06-13 03:08:55,0.17
2025-06-13 03:09:55,0.17
2025-06-13 03:10:55,0.17
2025-06-13 03:11:55,0.17
2025-06-13 03:12:55,0.17
2025-06-13 03:13:55,0.17
2025-06-13 03:14:55,0.17
2025-06-13 03:15:55,0.17
2025-06-13 03:16:55,0.17
2025-06-13 03:17:55,0.17
2025-06-13 03:18:55,0.17
2025-06-13 03:19:55,0.17
2025-06-13 03:20:55,0.17
2025-06-13 03:21:55,0.17
2025-06-13 03:22:55,0.17
2025-06-13 03:23:55,0.17
2025-06-13 03:24:55,0.17
2025-06-13 03:25:55,0.17
2025-06-13 03:26:55,0.17
2025-06-13 03:27:55,0.17
2025-06-13 03:28:55,0.17
2025-06-13 03:29:55,0.17
2025-06-13 03:30:55,0.17
2025-06-13 03:31:55,0.18
2025-06-13 03:32:55,0.18
2025-06-13 03:33:55,0.18
2025-06-13 03:34:55,0.15
2025-06-13 03:35:55,0.07
2025-06-13 03:36:55,0.07
2025-06-13 03:37:55,0.07
2025-06-13 03:38:55,0.08
2025-06-13 03:39:55,0.08
2025-06-13 03:40:55,0.08
2025-06-13 03:41:55,0.08
2025-06-13 03:42:55,0.07
2025-06-13 03:43:55,0.05
2025-06-13 03:44:55,0.05
2025-06-13 03:45:55,0.05
2025-06-13 03:46:55,0.05
2025-06-13 03:47:55,0.05
2025-06-13 03:48:55,0.05
2025-06-13 03:49:55,0.05
2025-06-13 03:50:55,0.05
2025-06-13 03:51:55,0.05
2025-06-13 03:52:55,0.05
2025-06-13 03:53:55,0.06
2025-06-13 03:54:55,0.05
2025-06-13 03:55:55,0.06
2025-06-13 03:56:55,0.05
2025-06-13 03:57:55,0.06
2025-06-13 03:58:55,0.06
2025-06-13 03:59:55,0.06
2025-06-13 04:00:55,0.05
2025-06-13 04:01:55,0.06
2025-06-13 04:02:55,0.06
2025-06-13 04:03:55,0.06
2025-06-13 04:04:55,0.06
2025-06-13 04:05:55,0.06
2025-06-13 04:06:55,0.06
2025-06-13 04:07:55,0.06
2025-06-13 04:08:55,0.05
2025-06-13 04:09:55,0.04
2025-06-13 04:10:55,0.04
2025-06-13 04:11:55,0.04
2025-06-13 04:12:55,0.03
2025-06-13 04:13:55,0.03
2025-06-13 04:14:55,0.03
2025-06-13 04:15:55,0.03
2025-06-13 04:16:55,0.03
2025-06-13 04:17:55,0.03
2025-06-13 04:18:55,0.03
2025-06-13 04:19:55,0.02
2025-06-13 04:20:55,0.02
2025-06-13 04:21:55,0.02
2025-06-13 04:22:55,0.02
2025-06-13 04:23:55,0.02
2025-06-13 04:24:55,0.02
2025-06-13 04:25:55,0.02
2025-06-13 04:26:55,0.02
2025-06-13 04:27:55,0.02
2025-06-13 04:28:55,0.02
2025-06-13 04:29:55,0.02
2025-06-13 04:30:55,0.02
2025-06-13 04:31:55,0.02
2025-06-13 04:32:55,0.02
2025-06-13 04:33:55,0.02
2025-06-13 04:34:55,0.02
2025-06-13 04:35:55,0.01
2025-06-13 04:36:55,0.02
2025-06-13 04:37:55,0.02
2025-06-13 04:38:55,0.01
2025-06-13 04:39:55,0.02
2025-06-13 04:40:55,0.01
2025-06-13 04:41:55,0.01
2025-06-13 04:42:55,0.01
2025-06-13 04:43:55,0
2025-06-13 04:44:55,0
2025-06-13 04:45:55,0
2025-06-13 04:46:55,0
2025-06-13 04:47:55,0
2025-06-13 04:48:55,0
2025-06-13 04:49:55,0
2025-06-13 04:50:55,0
2025-06-13 04:51:55,0
2025-06-13 04:52:55,0
2025-06-13 04:53:55,0
2025-06-13 04:54:55,0
2025-06-13 04:55:55,0
2025-06-13 04:56:55,0
2025-06-13 04:57:55,0
2025-06-13 04:58:55,0
2025-06-13 04:59:55,0
2025-06-13 05:00:55,0
2025-06-13 05:01:55,0
2025-06-13 05:02:55,0
2025-06-13 05:03:55,0
2025-06-13 05:04:55,0
2025-06-13 05:05:55,0
2025-06-13 05:06:55,0
2025-06-13 05:07:55,0
2025-06-13 05:08:55,0
2025-06-13 05:09:55,0
2025-06-13 05:10:55,0
2025-06-13 05:11:55,0
2025-06-13 05:12:55,0
2025-06-13 05:13:55,0
2025-06-13 05:14:55,0
2025-06-13 05:15:55,0
2025-06-13 05:16:55,0
2025-06-13 05:17:55,0
2025-06-13 05:18:55,0
2025-06-13 05:19:55,0
2025-06-13 05:20:55,0
2025-06-13 05:21:55,0
2025-06-13 05:22:55,0
2025-06-13 05:23:55,0
2025-06-13 05:24:55,0
2025-06-13 05:25:55,0
2025-06-13 05:26:55,0
2025-06-13 05:27:55,0
2025-06-13 05:28:55,0
2025-06-13 05:29:55,0
2025-06-13 05:30:55,0
2025-06-13 05:31:55,0
2025-06-13 05:32:55,0
2025-06-13 05:33:55,0
2025-06-13 05:34:55,0
2025-06-13 05:35:55,0
2025-06-13 05:36:55,0
2025-06-13 05:37:55,0
2025-06-13 05:38:55,0
2025-06-13 05:39:55,0
2025-06-13 05:40:55,0
2025-06-13 05:41:55,0
2025-06-13 05:42:55,0
2025-06-13 05:43:55,0
2025-06-13 05:44:55,0
2025-06-13 05:45:55,0.06
2025-06-13 05:46:55,0.12
2025-06-13 05:47:55,0.21
2025-06-13 05:48:55,0.27
2025-06-13 05:49:55,0.34
2025-06-13 05:50:55,0.37
2025-06-13 05:51:55,0.38
2025-06-13 05:52:55,0.39
2025-06-13 05:53:55,0.38
2025-06-13 05:54:55,0.38
2025-06-13 05:55:55,0.39
2025-06-13 05:56:55,0.39
2025-06-13 05:57:55,0.39
2025-06-13 05:58:55,0.39
2025-06-13 05:59:55,0.38
2025-06-13 06:00:55,0.39
2025-06-13 06:01:55,0.39
2025-06-13 06:02:55,0.38
2025-06-13 06:03:55,0.38
2025-06-13 06:04:55,0.38
2025-06-13 06:05:55,0.37
2025-06-13 06:06:55,0.38
2025-06-13 06:07:55,0.36
2025-06-13 06:08:55,0.36
2025-06-13 06:09:55,0.34
2025-06-13 06:10:55,0.32
2025-06-13 06:11:55,0.32
2025-06-13 06:12:55,0.32
2025-06-13 06:13:55,0.32
2025-06-13 06:14:55,0.31
2025-06-13 06:15:55,0.3
2025-06-13 06:16:55,0.3
2025-06-13 06:17:55,0.3
2025-06-13 06:18:55,0.29
2025-06-13 06:19:55,0.28
2025-06-13 06:20:55,0.28
2025-06-13 06:21:55,0.28
2025-06-13 06:22:55,0.28
2025-06-13 06:23:55,0.29
2025-06-13 06:24:55,0.29
2025-06-13 06:25:55,0.29
2025-06-13 06:26:55,0.29
2025-06-13 06:27:55,0.28
2025-06-13 06:28:55,0.26
2025-06-13 06:29:55,0.25
2025-06-13 06:30:55,0.24
2025-06-13 06:31:55,0.24
2025-06-13 06:32:55,0.23
2025-06-13 06:33:55,0.24
2025-06-13 06:34:55,0.24
2025-06-13 06:35:55,0.24
2025-06-13 06:36:55,0.24
2025-06-13 06:37:55,0.24
2025-06-13 06:38:55,0.23
2025-06-13 06:39:55,0.23
2025-06-13 06:40:55,0.23
2025-06-13 06:41:55,0.23
2025-06-13 06:42:55,0.24
2025-06-13 06:43:55,0.24
2025-06-13 06:44:55,0.26
2025-06-13 06:45:55,0.27
2025-06-13 06:46:55,0.28
2025-06-13 06:47:55,0.29
2025-06-13 06:48:55,0.28
2025-06-13 06:49:55,0.3
2025-06-13 06:50:55,0.3
2025-06-13 06:51:55,0.27
2025-06-13 06:52:55,0.25
2025-06-13 06:53:55,0.26
2025-06-13 06:54:55,0.26
2025-06-13 06:55:55,0.28
2025-06-13 06:56:55,0.26
2025-06-13 06:57:55,0.26
2025-06-13 06:58:55,0.25
2025-06-13 06:59:55,0.24
2025-06-13 07:00:55,0.24
2025-06-13 07:01:55,0.22
2025-06-13 07:02:55,0.02
2025-06-13 07:03:55,0
2025-06-13 07:04:55,0
2025-06-13 07:05:55,0.16
2025-06-13 07:06:55,0.6
2025-06-13 07:07:55,0.94
2025-06-13 07:08:55,0
2025-06-13 07:09:55,0.07
2025-06-13 07:10:55,0.36
2025-06-13 07:11:55,0.51
2025-06-13 07:12:55,0.51
2025-06-13 07:13:55,0.51
2025-06-13 07:14:55,0.5
2025-06-13 07:15:55,0.5
2025-06-13 07:16:55,0.5
2025-06-13 07:17:55,0.49
2025-06-13 07:18:55,0.46
2025-06-13 07:19:55,0.46
2025-06-13 07:20:55,0.46
2025-06-13 07:21:55,0.44
2025-06-13 07:22:55,0.43
2025-06-13 07:23:55,0.42
2025-06-13 07:24:55,0.43
2025-06-13 07:25:55,0.41
2025-06-13 07:26:55,0.4
2025-06-13 07:27:55,0.4
2025-06-13 07:28:55,0.39
2025-06-13 07:29:55,0.4
2025-06-13 07:30:55,0.38
2025-06-13 07:31:55,0.38
2025-06-13 07:32:55,0.38
2025-06-13 07:33:55,0.37
2025-06-13 07:34:55,0.36
2025-06-13 07:35:55,0.37
2025-06-13 07:36:55,0.38
2025-06-13 07:37:55,0.38
2025-06-13 07:38:55,0.38
2025-06-13 07:39:55,0.38
2025-06-13 07:40:55,0.39
2025-06-13 07:41:55,0.4
2025-06-13 07:42:55,0.4
2025-06-13 07:43:55,0.4
2025-06-13 07:44:55,0.41
2025-06-13 07:45:55,0.41
2025-06-13 07:46:55,0.41
2025-06-13 07:47:55,0.41
2025-06-13 07:48:55,0.42
2025-06-13 07:49:55,0.43
2025-06-13 07:50:55,0.4
2025-06-13 07:51:55,0.4
2025-06-13 07:52:55,0.39
2025-06-13 07:53:55,0.39
2025-06-13 07:54:55,0.36
2025-06-13 07:55:55,0.36
2025-06-13 07:56:55,0.35
2025-06-13 07:57:55,0.36
2025-06-13 07:58:55,0.37
2025-06-13 07:59:55,0.37
2025-06-13 08:00:55,0.37
2025-06-13 08:01:55,0.38
2025-06-13 08:02:55,0.41
2025-06-13 08:03:55,0.41
2025-06-13 08:04:55,0.41
2025-06-13 08:05:55,0.41
2025-06-13 08:06:55,0.41
2025-06-13 08:07:55,0.38
2025-06-13 08:08:55,0.41
2025-06-13 08:09:55,0.41
2025-06-13 08:10:55,0.42
2025-06-13 08:11:55,0.42
2025-06-13 08:12:55,0.41
2025-06-13 08:13:55,0.43
2025-06-13 08:14:55,0.43
2025-06-13 08:15:55,0.43
2025-06-13 08:16:55,0.42
2025-06-13 08:17:55,0.42
2025-06-13 08:18:55,0.42
2025-06-13 08:19:55,0.43
2025-06-13 08:20:55,0.43
2025-06-13 08:21:55,0.43
2025-06-13 08:22:55,0.43
2025-06-13 08:23:55,0.46
2025-06-13 08:24:55,0.43
2025-06-13 08:25:55,0.44
2025-06-13 08:26:55,0.44
2025-06-13 08:27:55,0.44
2025-06-13 08:28:55,0.46
2025-06-13 08:29:55,0.47
2025-06-13 08:30:55,0.47
2025-06-13 08:31:55,0.47
2025-06-13 08:32:55,0.47
2025-06-13 08:33:55,0.49
2025-06-13 08:34:55,0.48
2025-06-13 08:35:55,0.47
2025-06-13 08:36:55,0.47
2025-06-13 08:37:55,0.47
2025-06-13 08:38:55,0.47
2025-06-13 08:39:55,0.48
2025-06-13 08:40:55,0.49
2025-06-13 08:41:55,0.49
2025-06-13 08:42:55,0.5
2025-06-13 08:43:55,0.51
2025-06-13 08:44:55,0.51
2025-06-13 08:45:55,0.51
2025-06-13 08:46:55,0.52
2025-06-13 08:47:55,0.52
2025-06-13 08:48:55,0.54
2025-06-13 08:49:55,0.55
2025-06-13 08:50:55,0.55
2025-06-13 08:51:55,0.49
2025-06-13 08:52:55,0.49
2025-06-13 08:53:55,0.49
2025-06-13 08:54:55,0.49
2025-06-13 08:55:55,0.47
2025-06-13 08:56:55,0.46
2025-06-13 08:57:55,0.46
2025-06-13 08:58:55,0.46
2025-06-13 08:59:55,0.47
2025-06-13 09:00:55,0.47
2025-06-13 09:01:55,0.49
2025-06-13 09:02:55,0.47
2025-06-13 09:03:55,0.48
2025-06-13 09:04:55,0.48
2025-06-13 09:05:55,0.49
2025-06-13 09:06:55,0.48
2025-06-13 09:07:55,0.47
2025-06-13 09:08:55,0.47
2025-06-13 09:09:55,0.48
2025-06-13 09:10:55,0.49
2025-06-13 09:11:55,0.49
2025-06-13 09:12:55,0.49
2025-06-13 09:13:55,0.49
2025-06-13 09:14:55,0.49
2025-06-13 09:15:55,0.49
2025-06-13 09:16:55,0.5
2025-06-13 09:17:55,0.51
2025-06-13 09:18:55,0.51
2025-06-13 09:19:55,0.51
2025-06-13 09:20:55,0.52
2025-06-13 09:21:55,0.52
2025-06-13 09:22:55,0.52
2025-06-13 09:23:55,0.52
2025-06-13 09:24:55,0.51
2025-06-13 09:25:55,0.52
2025-06-13 09:26:55,0.52
2025-06-13 09:27:55,0.52
2025-06-13 09:28:55,0.52
2025-06-13 09:29:55,0.52
2025-06-13 09:30:55,0.52
2025-06-13 09:31:55,0.52
2025-06-13 09:32:55,0.52
2025-06-13 09:33:55,0.52
2025-06-13 09:34:55,0.51
2025-06-13 09:35:55,0.49
2025-06-13 09:36:55,0.49
2025-06-13 09:37:55,0.49
2025-06-13 09:38:55,0.49
2025-06-13 09:39:55,0.49
2025-06-13 09:40:55,0.49
2025-06-13 09:41:55,0.5
2025-06-13 09:42:55,0.5
2025-06-13 09:43:55,0.49
2025-06-13 09:44:55,0.49
2025-06-13 09:45:55,0.51
2025-06-13 09:46:55,0.5
2025-06-13 09:47:55,0.49
2025-06-13 09:48:55,0.49
2025-06-13 09:49:55,0.47
2025-06-13 09:50:55,0.48
2025-06-13 09:51:55,0.49
2025-06-13 09:52:55,0.49
2025-06-13 09:53:55,0.5
2025-06-13 09:54:55,0.5
2025-06-13 09:55:55,0.51
2025-06-13 09:56:55,0.51
2025-06-13 09:57:55,0.51
2025-06-13 09:58:55,0.51
2025-06-13 09:59:55,0.52
2025-06-13 10:00:55,0.52
2025-06-13 10:01:55,0.51
2025-06-13 10:02:55,0.52
2025-06-13 10:03:55,0.52
2025-06-13 10:04:55,0.52
2025-06-13 10:05:55,0.54
2025-06-13 10:06:55,0.54
2025-06-13 10:07:55,0.54
2025-06-13 10:08:55,0.52
2025-06-13 10:09:55,0.53
2025-06-13 10:10:55,0.52
2025-06-13 10:11:55,0.52
2025-06-13 10:12:55,0.52
2025-06-13 10:13:55,0.52
2025-06-13 10:14:55,0.52
2025-06-13 10:15:55,0.52
2025-06-13 10:16:55,0.52
2025-06-13 10:17:55,0.52
2025-06-13 10:18:55,0.52
2025-06-13 10:19:55,0.52
2025-06-13 10:20:55,0.52
2025-06-13 10:21:55,0.52
2025-06-13 10:22:55,0.52
2025-06-13 10:23:55,0.54
2025-06-13 10:24:55,0.54
2025-06-13 10:25:55,0.54
2025-06-13 10:26:55,0.54
2025-06-13 10:27:55,0.54
2025-06-13 10:28:55,0.55
2025-06-13 10:29:55,0.54
2025-06-13 10:30:55,0.53
2025-06-13 10:31:55,0.53
2025-06-13 10:32:55,0.52
2025-06-13 10:33:55,0.53
2025-06-13 10:34:55,0.54
2025-06-13 10:35:55,0.52
2025-06-13 10:36:55,0.52
2025-06-13 10:37:55,0.54
2025-06-13 10:38:55,0.54
2025-06-13 10:39:55,0.52
2025-06-13 10:40:55,0.52
2025-06-13 10:41:55,0.54
2025-06-13 10:42:55,0.52
2025-06-13 10:43:55,0.52
2025-06-13 10:44:55,0.52
2025-06-13 10:45:55,0.52
2025-06-13 10:46:55,0.52
2025-06-13 10:47:55,0.5
2025-06-13 10:48:55,0.5
2025-06-13 10:49:55,0.5
2025-06-13 10:50:55,0.49
2025-06-13 10:51:55,0.49
2025-06-13 10:52:55,0.48
2025-06-13 10:53:55,0.47
2025-06-13 10:54:55,0.47
2025-06-13 10:55:55,0.47
2025-06-13 10:56:55,0.47
2025-06-13 10:57:55,0.46
2025-06-13 10:58:55,0.46
2025-06-13 10:59:55,0.46
2025-06-13 11:00:55,0.47
2025-06-13 11:01:55,0.47
2025-06-13 11:02:55,0.47
2025-06-13 11:03:55,0.47
2025-06-13 11:04:55,0.47
2025-06-13 11:05:55,0.48
2025-06-13 11:06:55,0.49
2025-06-13 11:07:55,0.49
2025-06-13 11:08:55,0.49
2025-06-13 11:09:55,0.49
2025-06-13 11:10:55,0.49
2025-06-13 11:11:55,0.48
2025-06-13 11:12:55,0.49
2025-06-13 11:13:55,0.47
2025-06-13 11:14:55,0.5
2025-06-13 11:15:55,0.51
2025-06-13 11:16:55,0.52
2025-06-13 11:17:55,0.51
2025-06-13 11:18:55,0.51
2025-06-13 11:19:55,0.51
2025-06-13 11:20:55,0.51
2025-06-13 11:21:55,0.52
2025-06-13 11:22:55,0.52
2025-06-13 11:23:55,0.52
2025-06-13 11:24:55,0.51
2025-06-13 11:25:55,0.52
2025-06-13 11:26:55,0.51
2025-06-13 11:27:55,0.51
2025-06-13 11:28:55,0.51
2025-06-13 11:29:55,0.51
2025-06-13 11:30:55,0.52
2025-06-13 11:31:55,0.52
2025-06-13 11:32:55,0.52
2025-06-13 11:33:55,0.52
2025-06-13 11:34:55,0.51
2025-06-13 11:35:55,0.51
2025-06-13 11:36:55,0.51
2025-06-13 11:37:55,0.51
2025-06-13 11:38:55,0.51
2025-06-13 11:39:55,0.51
2025-06-13 11:40:55,0.51
2025-06-13 11:41:55,0.51
2025-06-13 11:42:55,0.5
2025-06-13 11:43:55,0.49
2025-06-13 11:44:55,0.5
2025-06-13 11:45:55,0.5
2025-06-13 11:46:55,0.5
2025-06-13 11:47:55,0.5
2025-06-13 11:48:55,0.51
2025-06-13 11:49:55,0.51
2025-06-13 11:50:55,0.51
2025-06-13 11:51:55,0.51
2025-06-13 11:52:55,0.49
2025-06-13 11:53:55,0.49
2025-06-13 11:54:55,0.49
2025-06-13 11:55:55,0.49
2025-06-13 11:56:55,0.49
2025-06-13 11:57:55,0.51
2025-06-13 11:58:55,0.51
2025-06-13 11:59:55,0.51
2025-06-13 12:00:55,0.51
2025-06-13 12:01:55,0.51
2025-06-13 12:02:55,0.51
2025-06-13 12:03:55,0.28
2025-06-13 12:04:55,0.05
2025-06-13 12:05:55,0.14
2025-06-13 12:06:55,0.64
2025-06-13 12:07:55,0.4
2025-06-13 12:08:55,0.08
2025-06-13 12:09:55,0.01
2025-06-13 12:10:55,0.35
2025-06-13 12:11:55,0.51
2025-06-13 12:12:55,0.52
2025-06-13 12:13:55,0.52
2025-06-13 12:14:55,0.52
2025-06-13 12:15:55,0.54
2025-06-13 12:16:55,0.54
2025-06-13 12:17:55,0.54
2025-06-13 12:18:55,0.52
2025-06-13 12:19:55,0.52
2025-06-13 12:20:55,0.52
2025-06-13 12:21:55,0.52
2025-06-13 12:22:55,0.52
2025-06-13 12:23:55,0.52
2025-06-13 12:24:55,0.51
2025-06-13 12:25:55,0.52
2025-06-13 12:26:55,0.53
2025-06-13 12:27:55,0.54
2025-06-13 12:28:55,0.54
2025-06-13 12:29:55,0.54
2025-06-13 12:30:55,0.54
2025-06-13 12:31:55,0.52
2025-06-13 12:32:55,0.51
2025-06-13 12:33:55,0.51
2025-06-13 12:34:55,0.52
2025-06-13 12:35:55,0.52
2025-06-13 12:36:55,0.54
2025-06-13 12:37:55,0.54
2025-06-13 12:38:55,0.52
2025-06-13 12:39:55,0.52
2025-06-13 12:40:55,0.52
2025-06-13 12:41:55,0.52
2025-06-13 12:42:55,0.52
2025-06-13 12:43:55,0.52
2025-06-13 12:44:55,0.52
2025-06-13 12:45:55,0.52
2025-06-13 12:46:55,0.52
2025-06-13 12:47:55,0.53
2025-06-13 12:48:55,0.54
2025-06-13 12:49:55,0.53
2025-06-13 12:50:55,0.53
2025-06-13 12:51:55,0.54
2025-06-13 12:52:55,0.54
2025-06-13 12:53:55,0.54
2025-06-13 12:54:55,0.54
2025-06-13 12:55:55,0.54
2025-06-13 12:56:55,0.53
2025-06-13 12:57:55,0.53
2025-06-13 12:58:55,0.54
2025-06-13 12:59:55,0.54
2025-06-13 13:00:55,0.54
2025-06-13 13:01:55,0.54
2025-06-13 13:02:55,0.53
2025-06-13 13:03:55,0.53
2025-06-13 13:04:55,0.53
2025-06-13 13:05:55,0.54
2025-06-13 13:06:55,0.54
2025-06-13 13:07:55,0.54
2025-06-13 13:08:55,0.55
2025-06-13 13:09:55,0.54
2025-06-13 13:10:55,0.54
2025-06-13 13:11:55,0.55
2025-06-13 13:12:55,0.55
2025-06-13 13:13:55,0.55
2025-06-13 13:14:55,0.55
2025-06-13 13:15:55,0.54
2025-06-13 13:16:55,0.54
2025-06-13 13:17:55,0.54
2025-06-13 13:18:55,0.54
2025-06-13 13:19:55,0.54
2025-06-13 13:20:55,0.54
2025-06-13 13:21:55,0.54
2025-06-13 13:22:55,0.54
2025-06-13 13:23:55,0.54
2025-06-13 13:24:55,0.55
2025-06-13 13:25:55,0.54
2025-06-13 13:26:55,0.54
2025-06-13 13:27:55,0.54
2025-06-13 13:28:55,0.54
2025-06-13 13:29:55,0.54
2025-06-13 13:30:55,0.54
2025-06-13 13:31:55,0.54
2025-06-13 13:32:55,0.54
2025-06-13 13:33:55,0.54
2025-06-13 13:34:55,0.52
2025-06-13 13:35:55,0.52
2025-06-13 13:36:55,0.52
2025-06-13 13:37:55,0.52
2025-06-13 13:38:55,0.51
2025-06-13 13:39:55,0.51
2025-06-13 13:40:55,0.51
2025-06-13 13:41:55,0.51
2025-06-13 13:42:55,0.51
2025-06-13 13:43:55,0.51
2025-06-13 13:44:55,0.51
2025-06-13 13:45:55,0.51
2025-06-13 13:46:55,0.51
2025-06-13 13:47:55,0.5
2025-06-13 13:48:55,0.49
